stamp,lambda,raw_huber_knee,huber_inlier_fraction,H_photo_fro,H_geo_fro,R_H,b_photo_norm,b_geo_norm,photo_cost,geo_cost,pred_t_m,pred_r_deg
1705888361038607927,0.04,2.5,0.0635111,3.12924e+06,33137.7,94.4315,710.264,8.30964,282.911,6.31208,5.03351e-05,0.00869252
1705888361138442497,0.0005,200,0.991885,6258.08,33751.1,0.185419,3.70478,16.4713,0.949803,5.87418,4.35517e-07,0.00012175
1705888361138442497,0.001,100,0.907124,23599.9,33751.1,0.699234,15.4744,16.4713,3.51415,5.87418,1.91179e-06,0.000503964
1705888361138442497,0.002,50,0.691614,75112.3,33751.1,2.22548,41.9415,16.4713,10.8161,5.87418,4.89399e-06,0.00133813
1705888361138442497,0.003,33.3333,0.545537,137997,33751.1,4.08866,59.4096,16.4713,19.1697,5.87418,5.94402e-06,0.00185768
1705888361138442497,0.005,20,0.387737,284963,33751.1,8.44308,101.961,16.4713,36.8013,5.87418,9.47267e-06,0.0030299
1705888361138442497,0.01,10,0.230388,740881,33751.1,21.9513,212.424,16.4713,82.254,5.87418,1.67418e-05,0.00554348
1705888361138442497,0.02,5,0.122633,1.7884e+06,33751.1,52.988,408.243,16.4713,174.247,5.87418,2.62753e-05,0.00858558
1705888361138442497,0.03,3.33333,0.0906222,2.94129e+06,33751.1,87.1466,609.059,16.4713,266.498,5.87418,3.5477e-05,0.0107045
1705888361138442497,0.04,2.5,0.0730388,4.20925e+06,33751.1,124.715,828.2,16.4713,358.822,5.87418,4.5666e-05,0.01244
1705888361238272659,0.0005,200,0.99134,6710.38,36185.2,0.185445,5.23111,3.03711,1.08322,6.01386,6.66029e-07,9.49738e-05
1705888361238272659,0.001,100,0.89567,24964,36185.2,0.689895,14.417,3.03711,3.98167,6.01386,1.92348e-06,0.000258334
1705888361238272659,0.002,50,0.703918,76690.9,36185.2,2.1194,32.1264,3.03711,12.0756,6.01386,4.15823e-06,0.000570436
1705888361238272659,0.003,33.3333,0.556701,138928,36185.2,3.83936,45.3176,3.03711,21.2978,6.01386,6.09926e-06,0.000785747
1705888361238272659,0.005,20,0.391753,278378,36185.2,7.69313,73.4206,3.03711,40.7768,6.01386,9.94302e-06,0.00122737
1705888361238272659,0.01,10,0.224742,682696,36185.2,18.8667,131.217,3.03711,91.0125,6.01386,1.76742e-05,0.00199704
1705888361238272659,0.02,5,0.119175,1.61692e+06,36185.2,44.6844,261.493,3.03711,192.671,6.01386,3.22518e-05,0.00336044
1705888361238272659,0.03,3.33333,0.0865979,2.63682e+06,36185.2,72.87,399.287,3.03711,294.606,6.01386,4.51996e-05,0.00440499
1705888361238272659,0.04,2.5,0.0742268,3.75112e+06,36185.2,103.664,538.892,3.03711,396.608,6.01386,5.65528e-05,0.00515996
1705888361338114933,0.0005,200,0.987635,6444.83,37339.9,0.172599,3.91898,0.723067,1.15342,5.8932,1.36912e-05,0.00258103
1705888361338114933,0.001,100,0.902673,24159.5,37339.9,0.647014,11.1403,0.723067,4.19094,5.8932,3.5508e-05,0.00639137
1705888361338114933,0.002,50,0.691264,75919.4,37339.9,2.03319,27.0475,0.723067,12.7319,5.8932,6.50807e-05,0.0116012
1705888361338114933,0.003,33.3333,0.54288,138794,37339.9,3.71705,41.7197,0.723067,22.4758,5.8932,8.18512e-05,0.0142575
1705888361338114933,0.005,20,0.368169,280326,37339.9,7.5074,59.5142,0.723067,43.0578,5.8932,9.71716e-05,0.014978
1705888361338114933,0.01,10,0.21061,676855,37339.9,18.1268,104.347,0.723067,96.0696,5.8932,0.000157597,0.0176259
1705888361338114933,0.02,5,0.111288,1.51313e+06,37339.9,40.5231,192.623,0.723067,203.265,5.8932,0.00026535,0.0219353
1705888361338114933,0.03,3.33333,0.0793777,2.40309e+06,37339.9,64.357,271.725,0.723067,310.735,5.8932,0.000356601,0.0237768
1705888361338114933,0.04,2.5,0.0634224,3.32143e+06,37339.9,88.951,350.717,0.723067,418.276,5.8932,0.000425444,0.024413
1705888361437958601,0.0005,200,0.990998,6894.52,39768.3,0.173367,0.684953,3.84093,1.15201,5.96529,6.17004e-07,5.9125e-05
1705888361437958601,0.001,100,0.895499,25817.6,39768.3,0.649199,3.82208,3.84093,4.232,5.96529,2.44872e-06,0.000354914
1705888361437958601,0.002,50,0.691977,80661.7,39768.3,2.02829,7.69072,3.84093,12.8191,5.96529,6.45808e-06,0.000646452
1705888361437958601,0.003,33.3333,0.559295,146825,39768.3,3.69201,16.606,3.84093,22.5671,5.96529,1.09446e-05,0.00134969
1705888361437958601,0.005,20,0.390607,301409,39768.3,7.57913,34.6224,3.84093,43.1731,5.96529,1.9311e-05,0.00250184
1705888361437958601,0.01,10,0.222701,759813,39768.3,19.106,89.8676,3.84093,96.3365,5.96529,3.98097e-05,0.00453304
1705888361437958601,0.02,5,0.126027,1.84105e+06,39768.3,46.2944,198.858,3.84093,203.876,5.96529,7.05181e-05,0.00591522
1705888361437958601,0.03,3.33333,0.0908023,3.08524e+06,39768.3,77.5804,301.081,3.84093,311.722,5.96529,9.86597e-05,0.00616166
1705888361437958601,0.04,2.5,0.0677104,4.43958e+06,39768.3,111.636,413.849,3.84093,419.653,5.96529,0.000127796,0.0064386
1705888361538607276,0.0005,200,0.990184,6355.22,38844,0.163609,2.77467,4.75389,1.23433,5.8113,2.00103e-06,0.000187279
1705888361538607276,0.001,100,0.887117,23690.8,38844,0.609896,7.7649,4.75389,4.52525,5.8113,7.1448e-06,0.000457898
1705888361538607276,0.002,50,0.649489,73229.2,38844,1.88521,21.3328,4.75389,13.6939,5.8113,1.9169e-05,0.00125584
1705888361538607276,0.003,33.3333,0.50184,130632,38844,3.36298,34.0697,4.75389,24.0369,5.8113,3.00764e-05,0.00198635
1705888361538607276,0.005,20,0.340286,261591,38844,6.7344,62.1208,4.75389,45.7364,5.8113,5.29155e-05,0.00348395
1705888361538607276,0.01,10,0.193865,630657,38844,16.2356,124.326,4.75389,101.373,5.8113,0.000105044,0.00636462
1705888361538607276,0.02,5,0.116155,1.5002e+06,38844,38.6211,242.875,4.75389,213.634,5.8113,0.000204851,0.0110116
1705888361538607276,0.03,3.33333,0.0777096,2.49422e+06,38844,64.2112,368.621,4.75389,326.172,5.8113,0.000302298,0.0151698
1705888361538607276,0.04,2.5,0.0584867,3.55666e+06,38844,91.5626,489.079,4.75389,438.79,5.8113,0.000395461,0.0184682
1705888361638443740,0.0005,200,0.988511,6426.86,41047.7,0.156571,2.65411,4.30015,1.2521,5.68457,3.94479e-07,4.43321e-05
1705888361638443740,0.001,100,0.877447,24158.4,41047.7,0.588546,9.3772,4.30015,4.57727,5.68457,1.4121e-06,0.000155324
1705888361638443740,0.002,50,0.640426,76223.8,41047.7,1.85696,28.5805,4.30015,13.717,5.68457,3.8797e-06,0.000478091
1705888361638443740,0.003,33.3333,0.494894,138957,41047.7,3.38527,43.2631,4.30015,23.9525,5.68457,5.78271e-06,0.000714329
1705888361638443740,0.005,20,0.349362,277534,41047.7,6.76126,71.2598,4.30015,45.3429,5.68457,9.48451e-06,0.00113913
1705888361638443740,0.01,10,0.193191,668195,41047.7,16.2785,148.047,4.30015,100.168,5.68457,1.89319e-05,0.00218067
1705888361638443740,0.02,5,0.106809,1.56651e+06,41047.7,38.1633,289.361,4.30015,210.845,5.68457,3.64249e-05,0.00358323
1705888361638443740,0.03,3.33333,0.0787234,2.57528e+06,41047.7,62.7389,440.747,4.30015,321.771,5.68457,5.26614e-05,0.00466635
1705888361638443740,0.04,2.5,0.0587234,3.62977e+06,41047.7,88.4283,591.974,4.30015,432.77,5.68457,6.89492e-05,0.00544555
1705888361738281494,0.0005,200,0.989518,6043.03,42533.1,0.142078,8.6984,4.02615,1.22946,5.94614,1.61203e-06,0.000326634
1705888361738281494,0.001,100,0.885535,22589.3,42533.1,0.531098,26.9804,4.02615,4.49075,5.94614,5.02279e-06,0.00100476
1705888361738281494,0.002,50,0.655346,69970.5,42533.1,1.64508,64.5146,4.02615,13.5081,5.94614,1.17316e-05,0.00235136
1705888361738281494,0.003,33.3333,0.504403,125058,42533.1,2.94025,98.1928,4.02615,23.6732,5.94614,1.78631e-05,0.0034846
1705888361738281494,0.005,20,0.340881,246998,42533.1,5.8072,167.234,4.02615,45.022,5.94614,2.92055e-05,0.00563165
1705888361738281494,0.01,10,0.181132,587871,42533.1,13.8215,335.401,4.02615,99.8202,5.94614,5.25348e-05,0.00989764
1705888361738281494,0.02,5,0.0993711,1.34775e+06,42533.1,31.687,670.983,4.02615,210.371,5.94614,8.41879e-05,0.0154642
1705888361738281494,0.03,3.33333,0.0704403,2.16583e+06,42533.1,50.921,1012.29,4.02615,321.162,5.94614,0.000104964,0.0188275
1705888361738281494,0.04,2.5,0.0553459,3.04483e+06,42533.1,71.5873,1355.52,4.02615,432.014,5.94614,0.00011923,0.0208187
1705888361838119385,0.0005,200,0.991424,6912.09,42289.7,0.163446,4.0631,0.373775,1.29078,5.82594,0.000106059,0.0062414
1705888361838119385,0.001,100,0.869211,25701.2,42289.7,0.607741,11.2643,0.373775,4.74429,5.82594,0.000305599,0.0154836
1705888361838119385,0.002,50,0.620926,79999.2,42289.7,1.89169,23.8445,0.373775,14.245,5.82594,0.000841678,0.0233974
1705888361838119385,0.003,33.3333,0.48199,142478,42289.7,3.36909,36.1322,0.373775,24.8241,5.82594,0.00142622,0.0284537
1705888361838119385,0.005,20,0.328045,284874,42289.7,6.73625,54.4586,0.373775,46.9095,5.82594,0.00216893,0.0270189
1705888361838119385,0.01,10,0.177101,685837,42289.7,16.2176,104.424,0.373775,103.455,5.82594,0.00290148,0.0250003
1705888361838119385,0.02,5,0.0994854,1.59191e+06,42289.7,37.6429,202.266,0.373775,217.47,5.82594,0.00307846,0.0236065
1705888361838119385,0.03,3.33333,0.0638937,2.58672e+06,42289.7,61.1666,298.524,0.373775,331.723,5.82594,0.00313476,0.0212582
1705888361838119385,0.04,2.5,0.0488851,3.64487e+06,42289.7,86.1881,386.133,0.373775,446.039,5.82594,0.00317158,0.0195587
1705888361937946150,0.0005,200,0.985501,6610.73,41127.7,0.160737,5.03262,21.5256,1.27163,5.86167,5.83482e-07,0.000128502
1705888361937946150,0.001,100,0.865428,24551.6,41127.7,0.596961,19.196,21.5256,4.58944,5.86167,2.34594e-06,0.000485137
1705888361937946150,0.002,50,0.628002,77974.9,41127.7,1.89592,42.102,21.5256,13.5787,5.86167,4.89736e-06,0.00104891
1705888361937946150,0.003,33.3333,0.490258,143651,41127.7,3.4928,63.6547,21.5256,23.5973,5.86167,6.96059e-06,0.00155975
1705888361937946150,0.005,20,0.324875,296250,41127.7,7.20319,122.408,21.5256,44.5432,5.86167,1.2323e-05,0.00286382
1705888361937946150,0.01,10,0.17671,691855,41127.7,16.8221,252.85,21.5256,98.1918,5.86167,2.29203e-05,0.00530711
1705888361937946150,0.02,5,0.087449,1.55413e+06,41127.7,37.7879,498.168,21.5256,206.434,5.86167,3.63596e-05,0.00858564
1705888361937946150,0.03,3.33333,0.0607159,2.48081e+06,41127.7,60.3197,733.209,21.5256,314.888,5.86167,4.41422e-05,0.0106726
1705888361937946150,0.04,2.5,0.048029,3.46607e+06,41127.7,84.276,967.476,21.5256,423.396,5.86167,4.93781e-05,0.0121267
1705888362038582445,0.0005,200,0.991608,6395.12,41278,0.154928,0.814425,0.913871,1.25704,5.73342,1.759e-06,0.000385858
1705888362038582445,0.001,100,0.847552,23576.9,41278,0.571173,5.34273,0.913871,4.62477,5.73342,1.2899e-05,0.00229319
1705888362038582445,0.002,50,0.611655,72372.5,41278,1.7533,19.1375,0.913871,13.7048,5.73342,4.88896e-05,0.0065082
1705888362038582445,0.003,33.3333,0.467133,130748,41278,3.1675,30.6771,0.913871,23.7847,5.73342,7.67657e-05,0.00930606
1705888362038582445,0.005,20,0.316084,264531,41278,6.40852,49.3165,0.913871,44.7891,5.73342,0.000115687,0.0130214
1705888362038582445,0.01,10,0.169697,660887,41278,16.0106,96.8163,0.913871,98.5142,5.73342,0.000216791,0.0196936
1705888362038582445,0.02,5,0.0825175,1.54426e+06,41278,37.4113,197.159,0.913871,206.862,5.73342,0.00038131,0.0266295
1705888362038582445,0.03,3.33333,0.0554779,2.48973e+06,41278,60.3161,305.073,0.913871,315.406,5.73342,0.000515929,0.0296385
1705888362038582445,0.04,2.5,0.0438228,3.46408e+06,41278,83.9207,411.544,0.913871,423.997,5.73342,0.00064133,0.0314122
1705888362138411936,0.0005,200,0.981757,7062.47,41610.4,0.169728,3.71693,3.53239,1.30889,5.87303,2.81542e-06,0.000455787
1705888362138411936,0.001,100,0.846855,26158.1,41610.4,0.628644,10.5924,3.53239,4.7252,5.87303,9.19721e-06,0.00124779
1705888362138411936,0.002,50,0.614498,80175.8,41610.4,1.92682,25.6548,3.53239,13.8375,5.87303,2.09408e-05,0.00289777
1705888362138411936,0.003,33.3333,0.457033,142022,41610.4,3.41313,38.8763,3.53239,23.9119,5.87303,3.12657e-05,0.00410418
1705888362138411936,0.005,20,0.318771,284086,41610.4,6.82728,64.0245,3.53239,44.8531,5.87303,4.93167e-05,0.00613721
1705888362138411936,0.01,10,0.174268,684920,41610.4,16.4603,120.258,3.53239,98.3369,5.87303,9.41978e-05,0.0099164
1705888362138411936,0.02,5,0.0940951,1.55473e+06,41610.4,37.3639,234.026,3.53239,206.129,5.87303,0.000186689,0.0153424
1705888362138411936,0.03,3.33333,0.0628901,2.46168e+06,41610.4,59.1602,352.317,3.53239,314.128,5.87303,0.000276849,0.0192563
1705888362138411936,0.04,2.5,0.0465675,3.38024e+06,41610.4,81.2354,471.991,3.53239,422.178,5.87303,0.000361378,0.0219635
1705888362238244483,0.0005,200,0.989171,7219.51,42333.2,0.17054,2.26946,0.465096,1.26475,5.8344,6.37113e-06,0.00104798
1705888362238244483,0.001,100,0.840866,26523,42333.2,0.626529,7.8646,0.465096,4.6654,5.8344,1.8218e-05,0.00341045
1705888362238244483,0.002,50,0.608757,77845.6,42333.2,1.83888,22.0148,0.465096,13.8411,5.8344,4.8078e-05,0.00811202
1705888362238244483,0.003,33.3333,0.45951,136975,42333.2,3.23564,41.5764,0.465096,24.0043,5.8344,7.25207e-05,0.0123328
1705888362238244483,0.005,20,0.303672,263865,42333.2,6.23306,75.37,0.465096,45.151,5.8344,0.000120888,0.0165265
1705888362238244483,0.01,10,0.17467,621859,42333.2,14.6896,162.63,0.465096,99.1042,5.8344,0.000241068,0.0205126
1705888362238244483,0.02,5,0.0936911,1.4033e+06,42333.2,33.149,349.744,0.465096,207.858,5.8344,0.000440997,0.0241315
1705888362238244483,0.03,3.33333,0.0626177,2.2224e+06,42333.2,52.4978,531.354,0.465096,316.818,5.8344,0.000590405,0.0260155
1705888362238244483,0.04,2.5,0.0475518,3.07368e+06,42333.2,72.6068,719.175,0.465096,425.831,5.8344,0.000706483,0.0277538
1705888362338079610,0.0005,200,0.989105,7294.55,41281.2,0.176704,4.77152,8.35636,1.25321,5.94711,7.44521e-07,0.00011892
1705888362338079610,0.001,100,0.851729,26866.2,41281.2,0.650809,15.2523,8.35636,4.58759,5.94711,2.56588e-06,0.000373708
1705888362338079610,0.002,50,0.610137,81894.9,41281.2,1.98383,30.4355,8.35636,13.606,5.94711,6.19991e-06,0.000706131
1705888362338079610,0.003,33.3333,0.465656,145661,41281.2,3.52851,44.3107,8.35636,23.6142,5.94711,9.58897e-06,0.000991324
1705888362338079610,0.005,20,0.30649,286640,41281.2,6.94359,76.7832,8.35636,44.4558,5.94711,1.6451e-05,0.00164734
1705888362338079610,0.01,10,0.174799,682267,41281.2,16.5273,166.239,8.35636,97.6725,5.94711,3.35718e-05,0.00323416
1705888362338079610,0.02,5,0.0933207,1.53214e+06,41281.2,37.1146,350.499,8.35636,204.94,5.94711,6.60617e-05,0.00559133
1705888362338079610,0.03,3.33333,0.0658456,2.45012e+06,41281.2,59.3519,524.538,8.35636,312.408,5.94711,9.45945e-05,0.00694324
1705888362338079610,0.04,2.5,0.0450024,3.42653e+06,41281.2,83.0046,696.486,8.35636,419.932,5.94711,0.000120735,0.00776786
1705888362438307763,0.0005,200,0.98691,7205.54,42716.5,0.168683,6.51246,16.1634,1.28488,6.04038,2.31263e-06,0.000477632
1705888362438307763,0.001,100,0.85741,26875,42716.5,0.629148,21.488,16.1634,4.68876,6.04038,7.17202e-06,0.00155498
1705888362438307763,0.002,50,0.597008,81069.9,42716.5,1.89786,60.7508,16.1634,13.9366,6.04038,1.95387e-05,0.00417952
1705888362438307763,0.003,33.3333,0.452548,142549,42716.5,3.3371,95.921,16.1634,24.198,6.04038,3.06389e-05,0.00624512
1705888362438307763,0.005,20,0.302478,281354,42716.5,6.58654,153.683,16.1634,45.5484,6.04038,4.821e-05,0.0089312
1705888362438307763,0.01,10,0.159888,672758,42716.5,15.7494,303.889,16.1634,100.064,6.04038,8.08163e-05,0.0136164
1705888362438307763,0.02,5,0.0869565,1.52021e+06,42716.5,35.5883,579.287,16.1634,209.886,6.04038,0.000117059,0.0174007
1705888362438307763,0.03,3.33333,0.0640486,2.42488e+06,42716.5,56.7668,855.545,16.1634,319.894,6.04038,0.000144892,0.0189962
1705888362438307763,0.04,2.5,0.0486209,3.38389e+06,42716.5,79.2174,1139.12,16.1634,429.957,6.04038,0.000168943,0.0197525
1705888362538138842,0.0005,200,0.991525,7782.03,40363.8,0.192797,0.622504,1.69099,1.21294,5.25306,4.74621e-07,6.13052e-05
1705888362538138842,0.001,100,0.856403,28927.7,40363.8,0.716674,2.12966,1.69099,4.47863,5.25306,7.70497e-07,0.000227259
1705888362538138842,0.002,50,0.604049,89226.7,40363.8,2.21056,10.2298,1.69099,13.4327,5.25306,1.43667e-06,0.00103821
1705888362538138842,0.003,33.3333,0.458098,162338,40363.8,4.02188,20.5532,1.69099,23.4126,5.25306,2.31202e-06,0.00192922
1705888362538138842,0.005,20,0.305556,325998,40363.8,8.07648,42.3418,1.69099,44.1763,5.25306,8.84858e-06,0.00330392
1705888362538138842,0.01,10,0.169962,799012,40363.8,19.7953,76.7224,1.69099,97.1986,5.25306,2.07474e-05,0.00416268
1705888362538138842,0.02,5,0.0918079,1.86489e+06,40363.8,46.202,147.864,1.69099,204.065,5.25306,3.94231e-05,0.00552512
1705888362538138842,0.03,3.33333,0.0645009,3.0601e+06,40363.8,75.8129,231.2,1.69099,311.121,5.25306,5.68156e-05,0.00686285
1705888362538138842,0.04,2.5,0.0499058,4.3668e+06,40363.8,108.186,319.001,1.69099,418.23,5.25306,7.34159e-05,0.00785827
1705888362637974608,0.0005,200,0.988133,9838.74,42359.4,0.232268,3.67649,8.81398,1.35743,5.76873,7.70032e-07,0.000109243
1705888362637974608,0.001,100,0.84482,35294.5,42359.4,0.833215,13.7425,8.81398,4.94595,5.76873,2.70954e-06,0.00040688
1705888362637974608,0.002,50,0.610224,103059,42359.4,2.43295,40.3,8.81398,14.4922,5.76873,7.38681e-06,0.00117107
1705888362637974608,0.003,33.3333,0.471474,182902,42359.4,4.31787,60.5918,8.81398,25.0379,5.76873,1.15069e-05,0.00170241
1705888362637974608,0.005,20,0.314925,362869,42359.4,8.56644,96.8185,8.81398,46.9901,5.76873,1.83211e-05,0.00255324
1705888362637974608,0.01,10,0.175262,858001,42359.4,20.2552,199.124,8.81398,103.025,5.76873,3.53686e-05,0.00451927
1705888362637974608,0.02,5,0.100411,1.92467e+06,42359.4,45.4366,439.006,8.81398,215.936,5.76873,6.56652e-05,0.00775678
1705888362637974608,0.03,3.33333,0.0716568,3.10627e+06,42359.4,73.3312,687.729,8.81398,329.067,5.76873,9.05096e-05,0.00977554
1705888362637974608,0.04,2.5,0.0534003,4.38031e+06,42359.4,103.408,933.417,8.81398,442.263,5.76873,0.000112124,0.011014
1705888362738622119,0.0005,200,0.988329,8215.61,42871.4,0.191634,2.90979,0.943014,1.31548,5.45701,2.26589e-05,0.00301114
1705888362738622119,0.001,100,0.848273,30527.8,42871.4,0.712077,10.6161,0.943014,4.82785,5.45701,7.84679e-05,0.00828323
1705888362738622119,0.002,50,0.583567,91348.9,42871.4,2.13076,28.0006,0.943014,14.3698,5.45701,0.000219777,0.0130815
1705888362738622119,0.003,33.3333,0.434174,162178,42871.4,3.78289,43.1887,0.943014,24.9253,5.45701,0.000337432,0.0134547
1705888362738622119,0.005,20,0.29225,318275,42871.4,7.42394,64.8435,0.943014,46.8061,5.45701,0.00058963,0.011901
1705888362738622119,0.01,10,0.174603,793206,42871.4,18.502,146.138,0.943014,102.496,5.45701,0.00110427,0.0138959
1705888362738622119,0.02,5,0.101307,1.86278e+06,42871.4,43.4505,302.022,0.943014,214.641,5.45701,0.00189706,0.0214779
1705888362738622119,0.03,3.33333,0.0723623,3.04098e+06,42871.4,70.9327,449.725,0.943014,327,5.45701,0.00247827,0.0284265
1705888362738622119,0.04,2.5,0.0536881,4.3354e+06,42871.4,101.126,584.819,0.943014,439.419,5.45701,0.00290867,0.0336373
1705888362838466851,0.0005,200,0.987413,8846.81,43122.7,0.205154,11.3325,0.00979831,1.42315,5.61818,0.0032741,0.0550543
1705888362838466851,0.001,100,0.835431,31821.4,43122.7,0.737928,34.8114,0.00979831,5.14778,5.61818,0.00679913,0.114846
1705888362838466851,0.002,50,0.59021,94447.1,43122.7,2.1902,72.1868,0.00979831,15.0059,5.61818,0.00827872,0.138274
1705888362838466851,0.003,33.3333,0.45035,168602,43122.7,3.90981,108.098,0.00979831,25.8515,5.61818,0.00854377,0.140261
1705888362838466851,0.005,20,0.288578,326480,43122.7,7.57096,188.49,0.00979831,48.3669,5.61818,0.00835031,0.13248
1705888362838466851,0.01,10,0.168765,758705,43122.7,17.5941,399.399,0.00979831,105.719,5.61818,0.00827009,0.127324
1705888362838466851,0.02,5,0.0899767,1.70123e+06,43122.7,39.4509,802.337,0.00979831,221.237,5.61818,0.007863,0.118534
1705888362838466851,0.03,3.33333,0.0564103,2.6972e+06,43122.7,62.5471,1190.7,0.00979831,336.963,5.61818,0.00760329,0.114809
1705888362838466851,0.04,2.5,0.0400932,3.72629e+06,43122.7,86.4113,1587.1,0.00979831,452.741,5.61818,0.00746828,0.113146
1705888362938308004,0.0005,200,0.991674,8473.78,43312.9,0.195641,5.6991,2.13113,1.34966,5.75299,3.67678e-07,0.00013051
1705888362938308004,0.001,100,0.842738,30994.2,43312.9,0.715588,15.4027,2.13113,4.93261,5.75299,9.46908e-07,0.000351027
1705888362938308004,0.002,50,0.59852,91784.2,43312.9,2.1191,33.955,2.13113,14.5201,5.75299,1.69019e-06,0.000764447
1705888362938308004,0.003,33.3333,0.451896,162806,43312.9,3.75884,54.865,2.13113,25.1144,5.75299,2.27696e-06,0.00121515
1705888362938308004,0.005,20,0.30481,322271,43312.9,7.44054,92.9559,2.13113,47.1299,5.75299,3.08638e-06,0.00199008
1705888362938308004,0.01,10,0.16235,780021,43312.9,18.009,189.58,2.13113,103.33,5.75299,5.8632e-06,0.00374074
1705888362938308004,0.02,5,0.0837188,1.85022e+06,43312.9,42.7174,356.319,2.13113,216.567,5.75299,1.10124e-05,0.0061755
1705888362938308004,0.03,3.33333,0.0550416,3.085e+06,43312.9,71.226,521.66,2.13113,330.005,5.75299,1.82781e-05,0.00818021
1705888362938308004,0.04,2.5,0.0439408,4.29776e+06,43312.9,99.2259,693.131,2.13113,443.487,5.75299,2.67708e-05,0.00985304
1705888363038133837,0.0005,200,0.987506,9698.67,43858.4,0.221136,5.34202,7.16573,1.47331,5.60938,2.66875e-07,6.33741e-05
1705888363038133837,0.001,100,0.835341,35238.2,43858.4,0.803454,16.8209,7.16573,5.3744,5.60938,9.29939e-07,0.000197519
1705888363038133837,0.002,50,0.57162,102459,43858.4,2.33614,45.4465,7.16573,15.8357,5.60938,2.49978e-06,0.00052845
1705888363038133837,0.003,33.3333,0.426149,180559,43858.4,4.11687,71.1662,7.16573,27.3385,5.60938,3.71349e-06,0.00082089
1705888363038133837,0.005,20,0.288264,358156,43858.4,8.16619,112.863,7.16573,51.1491,5.60938,5.59566e-06,0.0012737
1705888363038133837,0.01,10,0.153503,849460,43858.4,19.3682,216.389,7.16573,111.781,5.60938,9.93753e-06,0.00229565
1705888363038133837,0.02,5,0.0870147,1.98406e+06,43858.4,45.2379,448.422,7.16573,233.851,5.60938,1.9032e-05,0.00415493
1705888363038133837,0.03,3.33333,0.0535475,3.2156e+06,43858.4,73.3178,687.69,7.16573,356.123,5.60938,2.75198e-05,0.00562068
1705888363038133837,0.04,2.5,0.0423918,4.49908e+06,43858.4,102.582,920.533,7.16573,478.446,5.60938,3.52213e-05,0.00672138
1705888363137975179,0.0005,200,0.986017,9911.96,43144.6,0.229738,8.60903,1.34646,1.54389,5.80581,8.03751e-06,0.00173604
1705888363137975179,0.001,100,0.820027,36014.6,43144.6,0.834743,21.9784,1.34646,5.59956,5.80581,1.87304e-05,0.00425699
1705888363137975179,0.002,50,0.570591,104923,43144.6,2.43188,51.9716,1.34646,16.2954,5.80581,4.36941e-05,0.00895372
1705888363137975179,0.003,33.3333,0.41723,183901,43144.6,4.26243,78.7801,1.34646,28.0343,5.80581,6.43289e-05,0.0121103
1705888363137975179,0.005,20,0.269734,353413,43144.6,8.19137,130.67,1.34646,52.3195,5.80581,9.63696e-05,0.0170491
