stamp,input_points,valid_points,unique_pixels,collisions,invalid,horizontal_boundary_adjusted,vertical_top_clamped,vertical_bottom_clamped,vertical_clamped_ratio,filtered_min,filtered_max,filtered_mean,filtered_std,filtered_p01,filtered_p05,filtered_p50,filtered_p95,filtered_p99,filtered_sat0,filtered_sat255,raw_min,raw_max,raw_p50,raw_p95,raw_p99,elev_min_deg,elev_max_deg,elev_p01_deg,elev_p99_deg,intensity_preprocess_ms,intensity_map_voxels,observed_voxels,selected_intensity_voxels,selected_intensity_points
1705888364338481898,23854,23854,8967,14887,0,0,0,0,0,0,255,100.894,85.0538,0.5,2.5,73.5,255.5,255.5,1075,3074,0,174,14.5,150.5,151.5,-37.7166,38.5097,-34.125,34.125,3.66039,639,474,100,2450
1705888364438337018,23882,23882,8985,14897,0,0,0,0,0,0,255,103.316,86.0772,0.5,3.5,77.5,255.5,255.5,948,3093,0,189,14.5,150.5,151.5,-37.6718,38.0988,-34.375,34.375,3.69245,639,467,100,2544
1705888364538194897,23845,23845,8971,14874,0,0,0,0,0,0,255,101.249,84.6124,0.5,3.5,76.5,255.5,255.5,982,2969,0,155,14.5,150.5,151.5,-37.699,38.5048,-34.125,34.625,4.28846,639,479,100,2438
1705888364638030993,23849,23849,8843,15006,0,0,0,0,0,0,255,103.83,85.5928,0.5,3.5,78.5,255.5,255.5,885,3089,0,181,15.5,150.5,151.5,-37.7652,38.231,-34.375,34.625,3.9299,640,476,100,2418
1705888364738268292,23849,23849,8869,14980,0,0,0,0,0,0,255,98.5433,84.3668,0.5,2.5,71.5,255.5,255.5,1077,2771,0,154,13.5,150.5,151.5,-37.7124,38.4725,-34.125,34.625,4.20298,640,482,100,2368
1705888364838119197,23856,23856,8902,14954,0,0,0,1,4.19182e-05,0,255,102.671,84.3589,0.5,3.5,77.5,255.5,255.5,945,2818,0,156,15.5,150.5,151.5,-38.0178,38.3314,-34.375,34.375,4.17092,641,473,100,2385
1705888364937960771,23857,23857,8952,14905,0,0,0,0,0,0,255,98.9299,84.9125,0.5,2.5,72.5,255.5,255.5,1037,3031,0,173,13.5,150.5,151.5,-37.8122,38.4214,-34.375,34.125,4.18517,641,486,100,2383
1705888365038586193,23860,23860,9057,14803,0,0,0,0,0,0,255,100.696,84.7227,0.5,3.5,73.5,255.5,255.5,983,2831,0,153,14.5,150.5,151.5,-37.9537,38.4068,-33.625,34.125,4.13768,641,486,100,2360
1705888365138413658,23861,23861,9120,14741,0,0,0,0,0,0,255,100.304,84.9566,0.5,2.5,74.5,255.5,255.5,1049,2941,0,165,14.5,150.5,151.5,-37.7068,37.6321,-33.875,33.625,5.01626,642,470,100,2470
1705888365238258121,23858,23858,9035,14823,0,0,0,0,0,0,255,100.945,84.7439,0.5,2.5,74.5,255.5,255.5,1016,2989,0,156,14.5,150.5,151.5,-37.3874,38.3516,-33.625,34.125,4.68383,643,478,100,2384
1705888365338098468,23867,23867,9021,14846,0,0,0,0,0,0,255,102.91,84.68,0.5,2.5,77.5,255.5,255.5,1015,3002,0,161,15.5,150.5,151.5,-37.7503,38.4635,-33.875,34.125,4.37157,643,473,100,2369
1705888365437924249,23862,23862,8980,14882,0,0,0,0,0,0,255,101.754,84.9412,0.5,3.5,75.5,255.5,255.5,901,2941,0,163,15.5,150.5,151.5,-37.934,38.2556,-33.875,34.625,4.66483,643,468,100,2359
1705888365538561167,23843,23843,8971,14872,0,0,0,0,0,0,255,101.916,84.5158,0.5,3.5,77.5,255.5,255.5,928,2776,0,178,15.5,150.5,151.5,-37.8682,38.5025,-34.125,34.375,4.66721,644,486,100,2466
1705888365638405707,23858,23858,8920,14938,0,0,0,0,0,0,255,102.284,85.7697,0.5,2.5,77.5,255.5,255.5,1068,2946,0,160,14.5,150.5,151.5,-37.5802,38.1172,-34.375,34.375,4.48555,645,466,100,2407
1705888365738246880,23836,23836,9003,14833,0,0,0,0,0,0,255,101.703,84.4991,0.5,3.5,77.5,255.5,255.5,934,2895,0,170,14.5,150.5,151.5,-37.6085,38.5136,-34.125,34.625,4.11868,646,474,100,2387
1705888365838069559,23871,23871,8930,14941,0,0,0,0,0,0,255,103.026,84.6094,0.5,2.5,79.5,255.5,255.5,1058,2980,0,201,14.5,150.5,151.5,-37.7333,38.1466,-34.375,34.375,4.1638,647,474,100,2372
1705888365938299308,23844,23844,8839,15005,0,0,0,0,0,0,255,101.366,83.6205,0.5,2.5,77.5,255.5,255.5,973,2674,0,159,14.5,150.5,151.5,-37.7966,38.4973,-34.125,34.625,4.18992,647,485,100,2272
1705888366038141982,23854,23854,8916,14938,0,0,0,0,0,0,255,102.186,85.7142,0.5,2.5,74.5,255.5,255.5,992,3084,0,184,15.5,150.5,151.5,-37.5657,38.254,-34.375,34.625,4.17211,648,475,100,2516
1705888366137994206,23812,23812,8932,14880,0,0,0,0,0,0,255,99.8047,84.3495,0.5,2.5,75.5,255.5,255.5,993,2930,0,175,13.5,150.5,151.5,-37.2994,38.4666,-33.875,34.125,4.28727,648,473,100,2311
1705888366238631161,23790,23790,9016,14774,0,0,0,0,0,0,255,101.144,85.0111,0.5,3.5,73.5,255.5,255.5,919,3052,0,172,13.5,150.5,151.5,-37.1175,38.3538,-33.125,34.125,4.28965,649,475,100,2316
1705888366338457511,23849,23849,9084,14765,0,0,0,0,0,0,255,103.611,85.3956,0.5,3.5,78.5,255.5,255.5,959,3088,0,166,15.5,150.5,151.5,-37.2286,37.6163,-33.625,33.625,4.31933,652,463,100,2342
1705888366438298966,23844,23844,9062,14782,0,0,0,0,0,0,255,103.999,87.0716,0.5,2.5,76.5,255.5,255.5,1016,3384,0,156,16.5,150.5,151.5,-37.4085,38.4087,-33.375,34.125,4.08425,655,471,100,2194
1705888366538145874,23724,23724,8890,14834,0,0,0,0,0,0,255,106.211,87.1882,0.5,2.5,80.5,255.5,255.5,992,3525,0,157,16.5,150.5,151.5,-37.2541,38.4189,-33.125,34.125,4.07238,658,451,100,2243
1705888366637973199,23407,23407,8728,14679,0,0,0,0,0,0,255,103.47,87.2091,0.5,0.5,76.5,255.5,255.5,1233,3080,0,166,16.5,150.5,151.5,-36.5812,38.3212,-32.375,34.625,4.12343,666,440,100,2246
1705888366738615418,23033,23033,8474,14559,0,0,0,0,0,0,255,100.147,83.9628,0.5,2.5,74.5,255.5,255.5,972,2498,0,158,17.5,150.5,151.5,-35.6944,38.474,-31.125,34.625,4.03082,678,399,100,2176
1705888366838454296,22471,22471,8135,14336,0,0,0,0,0,0,255,108.398,85.195,0.5,3.5,88.5,255.5,255.5,855,2306,0,185,23.5,150.5,151.5,-35.3741,38.2002,-28.375,34.625,3.9204,689,360,100,2222
1705888366938292294,22110,22110,7923,14187,0,0,0,0,0,0,255,115.832,77.87,0.5,8.5,104.5,255.5,255.5,523,1727,0,187,28.5,150.5,151.5,-33.666,38.5088,-24.875,34.875,3.83729,711,302,100,2195
1705888367038124103,21765,21765,7863,13902,0,0,0,0,0,0,255,124.054,73.8563,0.5,14.5,116.5,255.5,255.5,308,1784,0,206,27.5,150.5,150.5,-28.448,38.0761,-23.875,34.625,3.84561,736,238,100,2328
1705888367137960350,20920,20920,7504,13416,0,0,0,0,0,0,255,129.399,70.6103,0.5,19.5,126.5,255.5,255.5,233,1560,0,158,30.5,123.5,150.5,-29.0114,38.5193,-23.375,34.875,3.70669,748,204,100,2197
1705888367238597490,20275,20275,7303,12972,0,0,0,0,0,0,255,132.458,67.8272,4.5,23.5,132.5,255.5,255.5,138,1162,0,158,35.5,108.5,150.5,-31.2638,38.1432,-23.125,34.875,3.67464,754,181,100,2307
1705888367338441536,19983,19983,7141,12842,0,0,0,0,0,0,255,134.024,63.6272,5.5,36.5,132.5,254.5,255.5,79,994,0,156,35.5,93.5,150.5,-34.7623,38.4951,-24.375,34.375,3.57728,758,134,100,2256
1705888367438274078,20070,20070,7316,12754,0,0,0,0,0,0,255,131.872,59.6704,9.5,47.5,129.5,239.5,255.5,40,790,0,151,34.5,89.5,150.5,-37.4906,38.2465,-28.625,34.375,3.63783,764,119,100,2298
1705888367538098908,20308,20308,7595,12713,0,0,0,13,0.000640142,0,255,134.061,59.1724,11.5,49.5,134.5,241.5,255.5,40,683,0,151,35.5,86.5,150.5,-38.3,37.8399,-32.375,34.125,3.57016,765,113,100,2187
1705888367637929675,20747,20747,7816,12931,0,0,0,0,0,0,255,131.332,57.7822,16.5,50.5,125.5,236.5,255.5,9,593,0,151,29.5,81.5,150.5,-37.6379,38.4664,-32.625,34.375,3.60221,772,111,100,2220
1705888367738567974,21241,21241,8015,13226,0,0,0,16,0.00075326,0,255,133.296,58.0707,29.5,50.5,130.5,239.5,255.5,5,751,0,151,28.5,76.5,150.5,-38.4591,38.337,-34.125,34.625,4.36089,782,103,100,2265
1705888367838408312,21498,21498,8143,13355,0,0,0,15,0.000697739,0,255,133.559,57.8887,40.5,54.5,129.5,240.5,255.5,2,742,0,151,26.5,77.5,107.5,-38.3905,38.414,-34.375,34.625,3.69482,792,93,93,2153
1705888367938248881,21863,21863,8254,13609,0,0,0,15,0.000686091,0,255,133.564,59.6358,29.5,52.5,129.5,251.5,255.5,2,991,0,151,27.5,81.5,133.5,-38.3648,38.4264,-34.625,34.625,3.76368,807,98,98,2305
1705888368038095856,22150,22150,8365,13785,0,0,0,17,0.000767494,0,255,131.892,60.0097,29.5,50.5,128.5,251.5,255.5,1,1021,0,151,27.5,87.5,150.5,-38.4703,38.3122,-34.625,34.625,3.82423,810,117,100,2379
1705888368137945731,21718,21718,8208,13510,0,0,0,13,0.000598582,2.32115,255,133.73,59.4496,36.5,51.5,128.5,251.5,255.5,0,1039,0,150,27.5,79.5,131.5,-38.2692,38.4808,-34.875,34.875,3.73519,810,106,100,2294
1705888368238569660,21106,21106,7854,13252,0,0,0,17,0.000805458,1.86512,255,132.37,53.947,43.5,57.5,127.5,232.5,255.5,0,408,0,151,26.5,73.5,96.5,-38.5027,38.2151,-34.625,34.875,3.63902,810,96,96,2047
1705888368338403019,20259,20259,7619,12640,0,0,0,10,0.000493608,0,255,131.395,52.9741,45.5,58.5,125.5,230.5,255.5,1,486,0,150,26.5,70.5,90.5,-38.1946,38.5014,-34.375,35.125,3.69245,812,83,83,1795
1705888368438253143,19301,19301,7254,12047,0,0,0,17,0.000880783,7.37449,255,127.639,52.3167,42.5,54.5,122.5,221.5,255.5,0,380,0,150,26.5,68.5,88.5,-38.5081,38.1249,-33.375,34.875,3.69363,813,70,70,1641
1705888368538102066,19014,19014,7188,11826,0,0,0,5,0.000262964,0,255,129.022,53.7106,43.5,55.5,123.5,228.5,255.5,1,373,0,150,26.5,70.5,88.5,-38.0629,38.5084,-31.625,34.625,3.51079,813,75,75,1592
1705888368637939056,18666,18666,6919,11747,0,0,0,1,5.35733e-05,0,255,128.702,52.4217,45.5,56.5,124.5,221.5,255.5,8,345,0,150,26.5,69.5,89.5,-38.3578,38.1235,-28.625,34.625,3.58559,813,71,71,1484
1705888368738577852,17893,17893,6677,11216,0,0,0,1,5.58878e-05,36.8702,255,128.792,52.3867,45.5,57.5,124.5,226.5,255.5,0,343,6,150,24.5,66.5,83.5,-38.1826,37.9971,-26.375,34.375,3.47636,813,61,61,1364
1705888368838417709,17175,17175,6526,10649,0,0,0,0,0,0,255,130.636,53.6995,47.5,56.5,125.5,227.5,255.5,5,313,0,150,24.5,65.5,82.5,-37.0457,38.4986,-23.875,34.875,3.31726,813,59,59,1266
1705888368938247551,16721,16721,6359,10362,0,0,0,0,0,31.2861,255,129.949,54.1271,44.5,55.5,124.5,230.5,255.5,0,312,5,150,25.5,66.5,88.5,-36.8785,38.2522,-25.625,35.125,3.2116,814,59,59,1203
1705888369038081465,16465,16465,6192,10273,0,0,0,1,6.07349e-05,0,255,132.771,53.2642,44.5,57.5,128.5,231.5,255.5,4,424,0,150,27.5,66.5,91.5,-38.3245,38.4594,-25.875,35.375,3.12611,816,57,57,1214
1705888369137926869,16653,16653,6129,10524,0,0,0,0,0,25.2207,255,130.698,53.7123,43.5,56.5,125.5,232.5,255.5,0,378,0,150,26.5,67.5,90.5,-37.5649,38.3639,-24.125,35.375,3.19379,816,56,56,1177
1705888369238557412,16488,16488,6071,10417,0,0,0,0,0,31.1364,255,128.466,52.3361,43.5,55.5,122.5,227.5,255.5,0,291,0,150,23.5,66.5,85.5,-35.2615,38.3898,-19.375,35.375,3.19497,816,54,54,1155
1705888369338417083,16566,16566,6184,10382,0,0,0,0,0,0,255,130.754,52.5665,46.5,57.5,124.5,225.5,255.5,4,276,0,150,23.5,67.5,86.5,-30.8435,38.4411,-17.125,35.375,3.19854,816,53,53,1143
1705888369438262853,16570,16570,6336,10234,0,0,0,0,0,34.1496,255,129.671,50.9136,47.5,58.5,125.5,223.5,255.5,0,254,0,150,23.5,67.5,84.5,-30.7118,38.3122,-17.375,35.375,3.18429,816,53,53,1139
1705888369538101925,16611,16611,6183,10428,0,0,0,0,0,38.5485,255,131.22,52.7028,48.5,58.5,125.5,226.5,255.5,0,225,0,150,23.5,68.5,85.5,-29.4527,38.4904,-17.875,35.375,3.12611,817,52,52,1159
1705888369637956234,16871,16871,6315,10556,0,0,0,0,0,0,255,129.21,52.7161,44.5,56.5,124.5,223.5,255.5,3,233,0,150,23.5,69.5,87.5,-34.7978,38.2127,-18.875,35.125,3.29708,817,54,54,1189
1705888369738602696,17421,17421,6513,10908,0,0,0,0,0,30.6701,255,128.657,50.7366,46.5,58.5,123.5,221.5,255.5,0,220,0,150,24.5,71.5,88.5,-36.1268,38.5036,-18.875,34.875,3.37663,817,56,56,1242
1705888369838455418,18027,18027,6655,11372,0,0,0,0,0,0,255,128.339,51.9362,47.5,58.5,120.5,223.5,255.5,2,286,0,150,24.5,72.5,89.5,-37.3234,38.0207,-19.375,34.375,3.42531,817,58,58,1302
1705888369938289058,19043,19043,7036,12007,0,0,0,7,0.000367589,0,255,130.285,52.0066,45.5,59.5,124.5,227.5,255.5,1,354,0,150,24.5,70.5,87.5,-38.1082,38.0982,-28.375,34.375,3.30895,817,63,63,1413
1705888370038124784,20379,20379,7657,12722,0,0,0,2,9.81402e-05,0,255,131.074,51.3892,47.5,61.5,126.5,227.5,255.5,1,516,0,150,25.5,68.5,85.5,-38.0245,38.5134,-32.625,34.625,3.55591,819,78,78,1672
1705888370137969281,21099,21099,8042,13057,0,0,0,17,0.000805725,14.7382,255,131.8,53.5326,39.5,54.5,129.5,229.5,255.5,0,582,0,150,27.5,72.5,92.5,-38.4983,38.1809,-34.125,34.625,3.65089,819,83,83,1931
1705888370238612354,20965,20965,7885,13080,0,0,0,13,0.000620081,30.9075,255,129.169,50.8013,46.5,58.5,124.5,222.5,255.5,0,448,0,150,25.5,69.5,85.5,-38.2512,38.4781,-34.625,34.875,3.66276,820,74,74,1723
1705888370338458088,20205,20205,7475,12730,0,0,0,17,0.000841376,26.8208,255,131.379,51.0069,49.5,59.5,126.5,228.5,255.5,0,438,0,150,26.5,72.5,91.5,-38.4633,38.2937,-34.625,34.875,3.40987,821,66,66,1407
1705888370438299776,19697,19697,7305,12392,0,0,0,14,0.000710768,0,255,132.344,50.1653,46.5,59.5,129.5,222.5,255.5,6,352,0,150,30.5,76.5,95.5,-38.313,38.4521,-34.125,34.875,3.24365,821,59,59,1362
1705888370538130371,19756,19756,7272,12484,0,0,0,16,0.000809881,0,255,131.65,49.6525,47.5,61.5,127.5,222.5,255.5,2,367,0,150,28.5,75.5,98.5,-38.4353,38.3648,-34.375,34.875,3.10712,821,61,61,1374
1705888370637973123,20138,20138,7559,12579,0,0,0,16,0.000794518,0,255,132.177,50.0989,48.5,61.5,127.5,223.5,255.5,1,433,0,150,28.5,71.5,89.5,-38.4005,38.3893,-34.875,34.875,3.11186,821,65,65,1504
1705888370738622306,20567,20567,7700,12867,0,0,0,14,0.000680702,0,255,131.47,50.1593,45.5,60.5,126.5,224.5,255.5,9,380,0,150,30.5,72.5,95.5,-38.3358,38.4457,-34.625,34.875,3.17717,822,75,75,1642
1705888370838463855,21068,21068,7905,13163,0,0,0,17,0.000806911,2.38281,255,134.123,52.4623,46.5,60.5,129.5,235.5,255.5,0,632,0,150,33.5,78.5,119.5,-38.4778,38.2935,-34.375,34.625,3.16292,822,84,84,1799
1705888370938295140,21289,21289,8087,13202,0,0,0,0,0,0,255,134.542,52.7814,41.5,57.5,132.5,233.5,255.5,5,569,0,151,37.5,80.5,126.5,-37.8251,38.486,-34.625,34.375,3.29115,822,89,89,1909
1705888371038128114,21538,21538,8154,13384,0,0,0,29,0.00134646,0,255,136.451,53.5622,38.5,58.5,133.5,240.5,255.5,1,753,0,151,38.5,81.5,131.5,-38.5022,37.9078,-35.125,34.125,3.3517,823,91,91,1990
1705888371137970617,21499,21499,8177,13322,0,0,0,0,0,0,255,136.24,54.2606,39.5,58.5,133.5,238.5,255.5,3,694,0,151,39.5,82.5,142.5,-37.9858,38.1921,-34.125,34.125,3.99877,823,92,92,2024
1705888371238603528,22035,22035,8360,13675,0,0,0,9,0.000408441,0,255,135.711,53.9826,38.5,58.5,132.5,238.5,255.5,2,653,0,151,41.5,87.5,150.5,-38.1523,38.5095,-34.125,34.375,5.51136,823,92,92,2129
1705888371338442640,22376,22376,8583,13793,0,0,0,18,0.000804433,0,255,136.222,55.6548,31.5,56.5,133.5,240.5,255.5,2,672,0,152,41.5,88.5,150.5,-38.5146,38.0778,-34.375,34.625,6.64759,823,100,100,2273
1705888371438298268,22665,22665,8587,14078,0,0,0,9,0.000397088,0,255,135.803,54.7711,28.5,54.5,134.5,234.5,255.5,19,670,0,151,42.5,88.5,150.5,-38.1155,38.5126,-34.375,34.625,6.58704,824,104,100,2279
1705888371538133687,22735,22735,8482,14253,0,0,0,17,0.000747746,0,255,136.752,55.6468,20.5,55.5,134.5,240.5,255.5,14,729,0,152,43.5,91.5,150.5,-38.4847,38.1998,-34.625,34.625,6.45288,824,103,100,2269
1705888371637974604,22867,22867,8542,14325,0,0,0,12,0.000524774,0,255,135.705,55.7128,16.5,54.5,134.5,238.5,255.5,25,665,0,152,43.5,92.5,150.5,-38.2481,38.4791,-34.625,34.625,7.21155,827,108,100,2256
1705888371738608947,22416,22416,8422,13994,0,0,0,17,0.000758387,0,255,135.175,54.1807,21.5,56.5,132.5,231.5,255.5,16,585,0,151,43.5,93.5,150.5,-38.4647,38.3088,-34.625,34.625,6.27953,827,99,99,2187
1705888371838442620,21801,21801,8156,13645,0,0,0,14,0.000642172,0,255,134.906,52.2496,35.5,58.5,132.5,229.5,255.5,6,486,0,151,43.5,90.5,150.5,-38.3621,38.4345,-34.875,34.625,4.95215,827,85,85,2002
1705888371938279835,21466,21466,8116,13350,0,0,0,16,0.000745365,0,255,133.594,51.1697,41.5,59.5,130.5,226.5,255.5,2,336,0,151,41.5,90.5,150.5,-38.4048,38.3836,-34.375,34.875,4.58291,827,82,82,1915
1705888372038122230,21168,21168,7922,13246,0,0,0,16,0.000755858,0,255,134.782,51.2789,40.5,59.5,132.5,227.5,255.5,3,343,0,151,42.5,88.5,150.5,-38.4281,38.3618,-34.375,34.375,4.03794,827,79,79,1847
