stamp,input_points,valid_points,unique_pixels,collisions,invalid,horizontal_boundary_adjusted,vertical_top_clamped,vertical_bottom_clamped,vertical_clamped_ratio,filtered_min,filtered_max,filtered_mean,filtered_std,filtered_p01,filtered_p05,filtered_p50,filtered_p95,filtered_p99,filtered_sat0,filtered_sat255,raw_min,raw_max,raw_p50,raw_p95,raw_p99,elev_min_deg,elev_max_deg,elev_p01_deg,elev_p99_deg,intensity_preprocess_ms,intensity_map_voxels,observed_voxels,selected_intensity_voxels,selected_intensity_points
1691509833356703314,126674,126618,126558,60,56,0,0,0,0,0,255,130.359,25.841,43.5,85.5,131.5,164.5,211.5,24,463,3,6068,75.5,255.5,255.5,-44.9581,46.2709,-43.875,45.125,21.3213,1815,1421,100,2745
1691509833456853839,126771,126715,126652,63,56,0,0,0,0,0,255,130.363,25.6217,44.5,85.5,131.5,164.5,209.5,23,423,1,5723,75.5,255.5,255.5,-44.9669,46.2721,-43.875,45.125,20.7301,1837,1436,100,2780
1691509833557372641,126743,126687,126632,55,56,0,0,0,0,0,255,130.337,25.7227,43.5,85.5,131.5,164.5,209.5,24,439,4,5416,75.5,255.5,255.5,-44.9508,46.2721,-43.875,45.125,20.8049,1849,1423,100,2760
1691509833657102222,126866,126810,126754,56,56,0,0,0,0,0,255,130.305,25.5789,43.5,85.5,131.5,164.5,208.5,20,383,4,5378,75.5,255.5,255.5,-44.971,46.2734,-43.875,45.125,21.0043,1864,1446,100,2723
1691509833757021103,126940,126883,126829,54,57,0,0,0,0,0,255,130.299,25.5395,43.5,85.5,131.5,164.5,208.5,27,318,3,4302,75.5,255.5,255.5,-44.9541,46.2763,-43.875,45.125,23.9892,1876,1438,100,2724
1691509833856895933,126949,126893,126837,56,56,0,0,0,0,0,255,130.301,25.5025,42.5,85.5,131.5,164.5,207.5,25,315,4,4171,75.5,255.5,255.5,-44.9551,46.2734,-43.875,45.125,21.4389,1889,1449,100,2711
1691509833956938439,126924,126868,126814,54,56,0,0,0,0,0,255,130.319,25.5066,43.5,85.5,131.5,164.5,207.5,30,316,3,4479,75.5,255.5,255.5,-44.9796,46.2696,-43.875,45.125,20.438,1905,1420,100,2687
1691509834056745231,126930,126874,126819,55,56,0,0,0,0,0,255,130.347,25.2671,43.5,86.5,131.5,164.5,206.5,25,272,3,4132,75.5,255.5,255.5,-44.9678,46.2688,-43.875,45.125,20.0913,1914,1448,100,2721
1691509834156859117,126969,126913,126860,53,56,0,0,0,0,0,255,130.336,25.3816,43.5,86.5,131.5,164.5,207.5,23,307,3,3834,75.5,255.5,255.5,-44.9607,46.2709,-43.875,45.125,21.6585,1923,1449,100,2658
1691509834256833376,126903,126847,126791,56,56,0,0,0,0,0,255,130.379,25.3028,43.5,86.5,131.5,164.5,206.5,23,319,3,2955,75.5,255.5,255.5,-44.9532,46.2717,-43.875,45.125,22.1548,1933,1432,100,2622
1691509834356921549,126965,126909,126855,54,56,0,0,0,0,0,255,130.363,25.158,44.5,87.5,131.5,163.5,206.5,26,324,3,2883,76.5,255.5,255.5,-44.9913,46.2684,-43.875,45.125,22.695,1938,1441,100,2633
1691509834457066367,126967,126911,126855,56,56,0,0,0,0,0,255,130.305,25.266,43.5,86.5,131.5,163.5,206.5,26,327,3,3414,75.5,255.5,255.5,-44.9571,46.2746,-43.875,45.125,24.5971,1946,1455,100,2570
1691509834557057710,126931,126875,126819,56,56,0,0,0,0,0,255,130.317,25.3212,44.5,86.5,131.5,164.5,206.5,26,357,4,3393,76.5,255.5,255.5,-44.9581,46.2676,-43.875,45.125,27.1367,1956,1443,100,2575
1691509834656974614,126889,126832,126771,61,57,0,0,0,0,0,255,130.288,25.1837,44.5,86.5,131.5,163.5,205.5,23,324,3,2771,76.5,255.5,255.5,-44.9485,46.2709,-43.875,45.125,24.7692,1965,1437,100,2564
1691509834756739660,126893,126837,126777,60,56,0,0,0,0,0,255,130.32,25.0622,44.5,87.5,131.5,163.5,205.5,21,320,2,2641,76.5,255.5,255.5,-44.9764,46.2696,-43.875,45.125,25.0055,1975,1431,100,2560
1691509834856624806,126887,126830,126777,53,57,0,0,0,0,0,255,130.464,24.8193,45.5,88.5,131.5,163.5,205.5,28,306,3,2607,76.5,255.5,255.5,-44.962,46.2696,-43.875,45.125,24.7621,1983,1432,100,2529
1691509834956694336,126903,126847,126789,58,56,0,0,0,0,0,255,130.48,24.7955,46.5,88.5,131.5,163.5,206.5,30,285,3,1913,75.5,255.5,255.5,-44.9633,46.2705,-43.875,45.125,26.3542,1995,1437,100,2529
1691509835057110691,127000,126944,126881,63,56,0,0,0,0,0,255,130.437,24.8772,46.5,87.5,131.5,163.5,206.5,28,307,1,1905,75.5,255.5,255.5,-44.9707,46.2713,-43.875,45.125,24.9521,2003,1432,100,2586
1691509835157147455,126993,126937,126875,62,56,0,0,0,0,0,255,130.438,24.6808,46.5,88.5,131.5,163.5,204.5,19,291,3,4297,76.5,255.5,255.5,-44.9461,46.2738,-43.875,45.125,24.7455,2013,1428,100,2531
1691509835257153205,127038,126982,126916,66,56,0,0,0,0,0,255,130.379,24.7431,46.5,87.5,131.5,163.5,204.5,19,296,3,1676,76.5,255.5,255.5,-44.9414,46.266,-43.875,45.125,25.034,2021,1422,100,2480
1691509835357194239,127062,127006,126950,56,56,0,0,0,0,0,255,130.386,24.7437,46.5,87.5,131.5,163.5,204.5,21,292,3,2541,75.5,255.5,255.5,-44.9545,46.2684,-43.875,45.125,26.283,2028,1422,100,2463
1691509835457090882,127042,126984,126919,65,58,0,0,0,0,0,255,130.433,24.7857,46.5,87.5,131.5,163.5,204.5,26,282,2,3511,75.5,255.5,255.5,-44.9538,46.2705,-43.875,45.125,24.5009,2041,1443,100,2435
1691509835556996802,127045,126989,126929,60,56,0,0,0,0,0,255,130.481,24.5059,47.5,88.5,131.5,163.5,203.5,25,270,2,1171,75.5,255.5,255.5,-44.9591,46.2664,-43.875,45.125,29.0898,2048,1449,100,2444
1691509835656965975,126988,126932,126873,59,56,0,0,0,0,0,255,130.509,24.491,48.5,88.5,131.5,163.5,204.5,28,262,4,1106,75.5,255.5,255.5,-44.9551,46.2692,-43.875,45.125,25.2987,2052,1434,100,2364
1691509835757143920,126945,126888,126831,57,57,0,0,0,0,0,255,130.544,24.4969,48.5,88.5,131.5,163.5,204.5,26,258,3,1111,75.5,255.5,255.5,-44.9541,46.2767,-43.875,45.125,24.3786,2060,1431,100,2388
1691509835857281131,126945,126889,126841,48,56,0,0,0,0,0,255,130.489,24.5483,46.5,88.5,131.5,163.5,204.5,28,293,3,3783,75.5,255.5,255.5,-44.983,46.2688,-43.875,45.125,25.6644,2072,1451,100,2413
1691509835957409604,127007,126951,126890,61,56,0,0,0,0,0,255,130.477,24.4829,48.5,88.5,131.5,163.5,204.5,25,254,1,1095,75.5,255.5,255.5,-44.9614,46.2672,-43.875,45.125,24.9117,2081,1464,100,2403
1691509836057722991,126962,126906,126861,45,56,0,0,0,0,0,255,130.424,24.4657,48.5,88.5,131.5,163.5,203.5,18,230,4,1124,75.5,255.5,255.5,-44.9455,46.268,-43.875,45.125,25.2038,2093,1444,100,2493
1691509836157405918,126902,126845,126782,63,57,0,0,0,0,0,255,130.47,24.5541,47.5,88.5,131.5,163.5,204.5,18,255,3,2018,75.5,255.5,255.5,-44.978,46.2636,-43.875,45.125,25.4804,2102,1439,100,2457
1691509836257466177,126935,126879,126822,57,56,0,0,0,0,0,255,130.434,24.4819,48.5,88.5,131.5,163.5,203.5,18,246,3,1757,75.5,255.5,255.5,-44.9666,46.2624,-43.875,45.125,24.9164,2110,1452,100,2506
1691509836357458738,126901,126845,126789,56,56,0,0,0,0,0,255,130.399,24.5083,47.5,88.5,131.5,163.5,203.5,22,262,3,3988,75.5,255.5,255.5,-44.9541,46.2652,-43.875,45.125,24.457,2121,1447,100,2428
1691509836457529213,126956,126900,126831,69,56,0,0,0,0,0,255,130.308,24.5409,47.5,87.5,131.5,163.5,203.5,24,238,3,4962,75.5,255.5,255.5,-44.94,46.2672,-43.875,45.125,23.297,2128,1446,100,2377
1691509836557365353,127005,126948,126886,62,57,0,0,0,0,0,255,130.263,24.5596,47.5,87.5,131.5,163.5,203.5,24,237,3,5348,75.5,255.5,255.5,-44.9478,46.2624,-43.875,45.125,24.5009,2139,1454,100,2324
1691509836657403615,126985,126929,126861,68,56,0,0,0,0,0,255,130.263,24.4077,49.5,87.5,131.5,163.5,202.5,28,209,3,1913,75.5,255.5,255.5,-44.9349,46.266,-43.875,45.125,24.5365,2145,1466,100,2334
1691509836757230272,126972,126913,126852,61,59,0,0,0,0,0,255,130.255,24.2324,50.5,87.5,131.5,163.5,202.5,18,194,4,944,75.5,255.5,255.5,-44.9688,46.2664,-43.875,45.125,22.8304,2150,1452,100,2276
1691509836856928737,126950,126893,126834,59,57,0,0,0,0,0,255,130.24,24.1977,50.5,87.5,131.5,163.5,202.5,28,229,3,951,75.5,255.5,255.5,-44.9431,46.2664,-43.875,45.125,23.69,2162,1436,100,2267
1691509836956652938,126956,126899,126839,60,57,0,0,0,0,0,255,130.251,24.2689,49.5,87.5,131.5,163.5,202.5,24,262,4,1409,76.5,255.5,255.5,-44.9505,46.266,-43.875,45.125,22.8696,2172,1430,100,2296
1691509837056521232,126983,126926,126861,65,57,0,0,0,0,0,255,130.219,24.2321,49.5,87.5,131.5,163.5,202.5,21,252,3,1194,76.5,255.5,255.5,-44.9393,46.2636,-43.875,45.125,22.6048,2179,1456,100,2285
1691509837156226990,127023,126966,126904,62,57,0,0,0,0,0,255,130.192,24.1892,49.5,87.5,131.5,162.5,202.5,28,246,3,997,76.5,255.5,255.5,-44.9601,46.2609,-43.875,45.125,23.0132,2188,1414,100,2208
1691509837256050313,126965,126909,126848,61,56,0,0,0,0,0,255,130.203,24.2786,49.5,87.5,131.5,162.5,202.5,18,265,3,1008,77.5,255.5,255.5,-44.9262,46.2601,-43.875,45.125,22.8565,2196,1434,100,2178
1691509837355912417,126972,126916,126857,59,56,0,0,0,0,0,255,130.12,24.3049,48.5,86.5,131.5,162.5,201.5,22,281,2,1053,77.5,255.5,255.5,-44.9424,46.2521,-43.875,45.125,22.8114,2201,1458,100,2187
1691509837455982875,127003,126946,126877,69,57,0,0,0,0,0,255,130.116,24.516,48.5,86.5,131.5,162.5,202.5,25,319,3,1679,78.5,255.5,255.5,-44.9205,46.2499,-43.875,45.125,23.2994,2211,1444,100,2155
1691509837556572215,126994,126937,126876,61,57,0,0,0,0,0,255,130.083,24.6775,47.5,85.5,131.5,163.5,202.5,22,328,4,1473,78.5,255.5,255.5,-44.9173,46.2521,-43.875,45.125,44.2016,2217,1459,100,2214
1691509837656886829,126994,126939,126875,64,55,0,0,0,0,0,255,130.03,24.7137,46.5,84.5,131.5,163.5,200.5,23,339,4,2381,78.5,255.5,255.5,-44.9173,46.2477,-43.875,45.125,38.3114,2224,1441,100,2194
1691509837757182505,127031,126977,126922,55,54,0,0,0,0,0,255,129.958,24.8168,45.5,84.5,131.5,162.5,201.5,15,331,1,1211,79.5,255.5,255.5,-44.9112,46.2477,-43.875,45.125,36.407,2233,1451,100,2255
1691509837857563590,127114,127061,127016,45,53,0,0,0,0,0,255,129.872,24.9911,42.5,84.5,131.5,162.5,201.5,18,370,4,2809,80.5,255.5,255.5,-44.9159,46.2456,-43.875,45.125,24.8856,2244,1437,100,2196
1691509837957756652,125795,125744,125691,53,51,0,0,0,0,0,255,130.513,24.5139,45.5,87.5,132.5,163.5,199.5,27,328,3,5577,81.5,255.5,255.5,-44.8953,46.2379,-43.875,45.125,22.8636,2251,1459,100,2166
1691509838057886358,126773,126721,126680,41,52,0,0,0,0,0,255,129.933,24.665,43.5,86.5,131.5,161.5,200.5,31,395,2,2794,79.5,255.5,255.5,-44.8983,46.2379,-43.875,45.125,21.256,2263,1448,100,2207
1691509838158221460,126647,126596,126556,40,51,0,0,0,0,0,255,130.031,24.4187,43.5,87.5,131.5,161.5,199.5,26,368,3,2864,78.5,255.5,255.5,-44.9194,46.2438,-43.875,45.125,20.0735,2275,1457,100,2173
1691509838257727816,126604,126552,126502,50,52,0,0,0,0,0,255,129.994,24.5103,41.5,87.5,131.5,160.5,200.5,20,328,2,4699,78.5,255.5,255.5,-44.9226,46.2503,-43.875,45.125,20.4,2290,1446,100,2113
1691509838357318563,126274,126223,126173,50,51,0,0,0,0,0,255,130.201,24.5593,41.5,88.5,132.5,160.5,200.5,43,373,4,4920,78.5,255.5,255.5,-44.9304,46.2488,-43.875,45.125,20.3193,2302,1457,100,2051
1691509838456850905,125639,125587,125542,45,52,0,0,0,0,0,255,130.466,24.5436,41.5,89.5,132.5,161.5,202.5,30,348,3,5484,78.5,255.5,255.5,-44.9342,46.2544,-43.875,45.125,20.3157,2312,1451,100,2038
1691509838556365006,125429,125376,125340,36,53,0,0,0,0,0,255,130.426,24.6675,42.5,89.5,132.5,160.5,204.5,60,352,4,5916,80.5,255.5,255.5,-44.9126,46.2403,-43.875,45.125,21.4412,2325,1455,100,1982
1691509838656244656,125317,125264,125211,53,53,0,0,0,0,0,255,130.486,24.0107,45.5,90.5,132.5,160.5,199.5,22,338,3,6127,80.5,255.5,255.5,-44.8953,46.2352,-43.875,45.125,21.7666,2333,1438,100,1959
1691509838756412272,125398,125346,125286,60,52,0,0,0,0,0,255,130.462,23.9064,45.5,90.5,132.5,160.5,197.5,27,343,4,6311,79.5,255.5,255.5,-44.913,46.2459,-43.875,45.125,20.8702,2344,1440,100,1958
1691509838856504948,125338,125287,125240,47,51,0,0,0,0,0,255,130.393,23.8099,45.5,90.5,132.5,159.5,195.5,63,370,3,6296,79.5,255.5,255.5,-44.8968,46.2488,-43.875,45.125,21.1884,2347,1421,100,1854
1691509838956657331,125310,125259,125187,72,51,0,0,0,0,0,255,130.268,23.9536,44.5,89.5,132.5,159.5,194.5,88,353,2,6195,79.5,255.5,255.5,-44.9068,46.2431,-43.875,45.125,20.6921,2357,1439,100,1874
1691509839056916081,125143,125092,125050,42,51,0,0,0,0,0,255,130.369,23.6073,46.5,91.5,132.5,159.5,193.5,70,368,3,6206,81.5,255.5,255.5,-44.9363,46.2309,-43.875,45.125,20.9165,2363,1424,100,1809
1691509839157272218,125218,125164,125122,42,54,0,0,0,0,0,255,130.291,23.6341,47.5,89.5,132.5,158.5,191.5,60,417,3,6319,82.5,255.5,255.5,-44.902,46.227,-43.875,45.125,20.565,2371,1431,100,1859
1691509839257723296,125303,125248,125213,35,55,0,0,0,0,0,255,130.321,23.5126,47.5,90.5,132.5,158.5,193.5,45,400,3,6318,80.5,255.5,255.5,-44.9031,46.2382,-43.875,45.125,20.4178,2378,1439,100,1744
1691509839357701013,125368,125318,125283,35,50,0,0,0,0,0,255,130.352,23.4273,48.5,91.5,132.5,159.5,190.5,62,434,4,6318,79.5,255.5,255.5,-44.9162,46.2499,-43.875,45.125,20.4558,2384,1436,100,1751
1691509839457713625,125347,125296,125255,41,51,0,0,0,0,0,255,130.306,23.4034,46.5,91.5,132.5,158.5,191.5,77,419,3,6363,79.5,255.5,255.5,-44.9502,46.2559,-43.875,45.125,20.5603,2390,1452,100,1697
1691509839557487228,125159,125111,125074,37,48,0,0,0,0,0,255,130.272,23.264,46.5,92.5,132.5,158.5,190.5,63,430,3,6540,81.5,255.5,255.5,-44.9194,46.2474,-43.875,45.125,21.332,2395,1429,100,1594
1691509839657311964,125331,125278,125254,24,53,0,0,0,0,0,255,130.298,23.2943,46.5,92.5,132.5,158.5,189.5,61,516,4,6534,82.5,255.5,255.5,-44.9279,46.2325,-43.875,45.125,20.6921,2402,1429,100,1613
1691509839757541195,125302,125253,125222,31,49,0,0,0,0,0,255,130.252,23.2379,48.5,91.5,132.5,158.5,189.5,48,461,4,6628,81.5,255.5,255.5,-44.9465,46.2445,-43.875,45.125,21.3807,2409,1420,100,1617
1691509839857726823,125438,125390,125349,41,48,0,0,0,0,0,255,130.307,22.9447,48.5,92.5,131.5,157.5,188.5,44,483,2,6576,80.5,255.5,255.5,-44.9414,46.2488,-43.875,45.125,20.5437,2415,1427,100,1647
1691509839957766144,125457,125403,125350,53,54,0,0,0,0,0,255,130.163,22.9853,47.5,93.5,131.5,157.5,187.5,51,411,4,6587,79.5,255.5,255.5,-44.9434,46.2525,-43.875,45.125,20.4962,2424,1436,100,1538
1691509840057564526,125480,125428,125390,38,52,0,0,0,0,0,255,130.14,23.2034,44.5,92.5,132.5,158.5,187.5,47,414,4,6609,81.5,255.5,255.5,-44.9373,46.2413,-43.875,45.125,20.3762,2434,1438,100,1585
1691509840157604346,125400,125344,125312,32,56,0,0,0,0,0,255,130.221,23.0387,47.5,92.5,131.5,158.5,187.5,28,454,3,6819,81.5,255.5,255.5,-44.9216,46.2372,-43.625,45.125,20.3596,2445,1425,100,1635
1691509840257804589,125536,125479,125438,41,57,0,0,0,0,0,255,130.17,23.3161,45.5,91.5,131.5,158.5,189.5,29,449,1,6690,81.5,255.5,255.5,-44.9173,46.2372,-43.625,45.125,20.9188,2457,1470,100,1623
1691509840357967613,125608,125554,125503,51,54,0,0,0,0,0,255,130.259,23.2069,45.5,92.5,131.5,158.5,189.5,25,444,3,6568,79.5,255.5,255.5,-44.9414,46.2484,-43.625,45.125,21.4709,2466,1464,100,1531
1691509840457507220,125597,125546,125509,37,51,0,0,0,0,0,255,130.339,22.8099,46.5,93.5,132.5,158.5,188.5,29,368,3,6587,79.5,255.5,255.5,-44.9789,46.2578,-43.625,45.125,22.9301,2476,1473,100,1479
1691509840556744459,125616,125561,125520,41,55,0,0,0,0,0,255,130.364,23.0099,46.5,93.5,132.5,158.5,188.5,35,408,4,6754,81.5,255.5,255.5,-44.9789,46.2536,-43.625,45.125,22.8446,2483,1458,100,1467
1691509840656540718,125614,125560,125510,50,54,0,0,0,0,0,255,130.407,22.7729,47.5,93.5,132.5,158.5,186.5,31,376,2,6666,83.5,255.5,255.5,-44.9502,46.2438,-43.625,45.125,25.2216,2497,1488,100,1474
1691509840756796068,125705,125649,125612,37,56,0,0,0,0,0,255,130.414,22.8788,48.5,93.5,132.5,158.5,187.5,46,387,3,6641,83.5,255.5,255.5,-44.962,46.2424,-43.625,45.125,24.8903,2506,1481,100,1370
1691509840856953792,125744,125689,125651,38,55,0,0,0,0,0,255,130.42,23.1487,47.5,92.5,132.5,158.5,187.5,25,499,3,6579,83.5,255.5,255.5,-44.9849,46.2551,-43.625,45.125,23.4822,2518,1476,100,1425
1691509840956860304,125827,125771,125740,31,56,0,0,0,0,0,255,130.283,23.7983,43.5,91.5,132.5,158.5,190.5,44,538,3,6532,83.5,255.5,255.5,-44.9968,46.2612,-43.625,45.125,22.1109,2525,1465,100,1435
1691509841056661548,125872,125818,125764,54,54,0,0,0,0,0,255,130.316,23.7889,46.5,90.5,132.5,158.5,190.5,32,494,3,6644,85.5,255.5,255.5,-44.9736,46.2449,-43.625,45.125,20.2563,2536,1474,100,1460
1691509841156831084,125961,125905,125864,41,56,0,0,0,0,0,255,130.303,23.9853,45.5,91.5,132.5,158.5,191.5,26,555,2,6629,87.5,255.5,255.5,-44.9383,46.2315,-43.625,45.125,21.18,2546,1468,100,1483
1691509841257405990,126083,126026,125982,44,57,0,0,0,0,0,255,130.378,24.0037,45.5,91.5,132.5,158.5,191.5,32,560,1,6589,85.5,255.5,255.5,-44.9363,46.2413,-43.625,45.125,20.4332,2558,1464,100,1420
1691509841357585211,126066,126010,125967,43,56,0,0,0,0,0,255,130.397,24.4983,43.5,90.5,132.5,158.5,199.5,33,593,2,6577,83.5,255.5,255.5,-44.9752,46.2589,-43.625,45.125,20.2195,2567,1485,100,1364
1691509841457440475,126076,126018,125984,34,58,0,0,0,0,0,255,130.39,24.3836,43.5,90.5,132.5,158.5,198.5,39,554,2,6665,84.5,255.5,255.5,-44.9995,46.2566,-43.625,45.125,20.8666,2578,1496,100,1413
1691509841556906613,126016,125960,125919,41,56,0,0,0,0,0,255,130.328,24.2957,43.5,90.5,132.5,158.5,194.5,43,580,3,6562,88.5,255.5,255.5,-44.9774,46.251,-43.625,45.125,21.427,2584,1480,100,1393
1691509841656591787,126140,126084,126037,47,56,0,0,0,0,0,255,130.365,24.3037,43.5,90.5,132.5,158.5,193.5,42,580,4,6579,91.5,255.5,255.5,-44.9659,46.2342,-43.625,45.125,21.186,2596,1471,100,1337
1691509841756728333,126170,126117,126066,51,53,0,0,0,0,0,255,130.31,24.1779,42.5,89.5,132.5,158.5,191.5,18,559,3,6529,91.5,255.5,255.5,-44.9607,46.2555,-43.625,45.125,21.4068,2605,1483,100,1288
1691509841857025883,126243,126187,126150,37,56,0,0,0,0,0,255,130.316,24.2491,43.5,89.5,132.5,158.5,193.5,39,544,3,6564,90.5,255.5,255.5,-44.9876,46.2555,-43.625,45.125,21.687,2614,1488,100,1332
1691509841957266927,126254,126201,126153,48,53,0,0,0,0,0,255,130.377,24.2309,44.5,89.5,132.5,159.5,192.5,23,491,4,6411,90.5,255.5,255.5,-44.9977,46.2544,-43.625,45.125,20.5662,2623,1473,100,1340
1691509842057438016,126321,126272,126230,42,49,0,0,0,0,0,255,130.255,24.1086,43.5,89.5,132.5,158.5,192.5,44,442,3,6463,92.5,255.5,255.5,-44.9764,46.2427,-43.625,45.125,19.3302,2637,1476,100,1324
1691509842157597079,126457,126410,126372,38,47,0,0,0,0,0,255,130.193,24.1793,43.5,89.5,132.5,158.5,194.5,17,452,2,6571,92.5,255.5,255.5,-44.9594,46.2345,-43.625,45.125,19.8147,2644,1505,100,1312
1691509842257830675,126433,126385,126337,48,48,0,0,0,0,0,255,130.277,24.1929,42.5,90.5,132.5,159.5,195.5,27,456,4,6549,90.5,255.5,255.5,-44.9913,46.2492,-43.625,45.125,20.7016,2654,1486,100,1372
1691509842357671585,126466,126415,126371,44,51,0,0,0,0,0,255,130.23,24.149,42.5,89.5,132.5,159.5,194.5,16,453,3,6563,88.5,255.5,255.5,-45.0273,46.2609,-43.625,45.125,20.977,2662,1464,100,1322
1691509842457693354,126468,126421,126380,41,47,0,0,0,0,0,255,130.242,24.2851,41.5,89.5,132.5,159.5,195.5,25,467,4,6565,86.5,255.5,255.5,-45.043,46.2589,-43.625,45.125,21.5659,2673,1471,100,1432
1691509842557172819,126310,126258,126211,47,52,0,0,0,0,0,255,130.241,24.3879,40.5,89.5,132.5,159.5,195.5,25,441,4,6542,86.5,255.5,255.5,-45.0298,46.2495,-43.625,45.125,21.1729,2683,1428,100,1520
1691509842656674034,126460,126408,126363,45,52,0,0,0,0,0,255,130.351,24.4252,40.5,90.5,132.5,158.5,203.5,29,455,3,6342,84.5,255.5,255.5,-44.9904,46.2434,-43.625,45.125,20.6873,2690,1429,100,1542
1691509842756986788,126544,126495,126447,48,49,0,0,0,0,0,255,130.258,24.4909,39.5,90.5,132.5,158.5,208.5,33,436,3,6502,82.5,255.5,255.5,-45.0066,46.2574,-43.625,45.125,20.7123,2694,1436,100,1552
1691509842857453734,126573,126521,126469,52,52,0,0,0,0,0,255,130.548,24.424,42.5,92.5,132.5,158.5,213.5,11,454,4,6347,82.5,255.5,255.5,-45.0529,46.2574,-43.625,45.125,20.882,2708,1442,100,1448
1691509842957380843,126558,126511,126457,54,47,0,0,0,0,0,255,130.506,24.6832,42.5,92.5,131.5,158.5,218.5,12,486,3,6352,83.5,255.5,255.5,-45.0594,46.2589,-43.625,45.125,20.1756,2716,1429,100,1602
1691509843057425463,126553,126512,126443,69,41,0,0,0,0,0,255,130.357,25.2098,39.5,91.5,132.5,158.5,219.5,36,635,4,6432,83.5,255.5,255.5,-45.0337,46.2434,-43.625,45.125,20.8001,2720,1441,100,1628
1691509843157499871,126557,126512,126440,72,45,0,0,0,0,0,255,130.566,25.2589,42.5,92.5,132.5,159.5,224.5,16,721,3,6315,83.5,255.5,255.5,-45.0069,46.2396,-43.625,45.125,20.0177,2731,1454,100,1581
1691509843257344404,126619,126567,126490,77,52,0,0,0,0,0,255,130.308,25.3396,39.5,90.5,132.5,158.5,220.5,50,739,3,6074,83.5,255.5,255.5,-45.0381,46.2559,-43.625,45.125,20.1851,2739,1436,100,1548
1691509843357239210,126637,126586,126523,63,51,0,0,0,0,0,255,130.383,25.161,41.5,90.5,132.5,159.5,221.5,7,800,3,6337,82.5,255.5,255.5,-45.0764,46.2684,-43.625,45.125,22.8482,2741,1431,100,1503
1691509843456975464,126660,126616,126551,65,44,0,0,0,0,0,255,130.381,25.1962,42.5,90.5,132.5,159.5,218.5,10,852,4,6216,82.5,255.5,255.5,-45.0724,46.2636,-43.625,45.125,20.4332,2748,1427,100,1629
1691509843556626315,126556,126511,126439,72,45,0,0,0,0,0,255,130.239,25.4875,39.5,89.5,132.5,159.5,216.5,33,820,3,6367,82.5,255.5,255.5,-45.0563,46.2506,-43.625,45.125,21.6193,2755,1407,100,1578
